User 5411: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 4839: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4377: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 4346: [3882, 1, 2, 3, 4, 6, 7, 8, 11, 12]
User 3224: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5507: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 3563: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 2342: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 4258: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5817: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4595: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1231: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2390: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 387: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5409: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1102: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5964: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 2590: [3882, 1, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 368: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2798: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1960: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 610: [3881, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2437: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4462: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5630: [3882, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 3290: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1772: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3261: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4244: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 2653: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1190: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3702: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 3110: [3882, 0, 1, 2, 3, 5, 6, 7, 8, 9]
User 4940: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2156: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 396: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 1839: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2500: [3882, 1, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 3900: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 4768: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5260: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2691: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 2121: [3881, 0, 1, 2, 3, 4, 3842, 3843, 3844, 3845]
User 1916: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2239: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3857: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 882: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3562: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4791: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3926: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 5509: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3839: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3730: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4583: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3170: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4549: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5026: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4537: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3872: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5077: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2834: [3881, 0, 1, 2, 3, 3841, 3842, 3843, 3844, 3845]
User 3596: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 1749: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 985: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5845: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1410: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4991: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1913: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2800: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4596: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5641: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4933: [3882, 1, 3, 4, 5, 3842, 3843, 3844, 3845, 3846]
User 499: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 378: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4696: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 2850: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1122: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3601: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 3707: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 923: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4382: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3165: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3700: [3882, 1, 2, 3, 4, 5, 3843, 3844, 3845, 3846]
User 5168: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 2522: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 5571: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1676: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 2235: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2808: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1475: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 2889: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1621: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 670: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1661: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5063: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 3138: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 353: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4066: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3526: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 2595: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 189: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 5671: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3627: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4832: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 2514: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4863: [3882, 1, 2, 3, 4, 5, 6, 7, 3843, 3844]
User 3315: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 678: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1210: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2047: [3882, 0, 1, 2, 3, 3842, 3843, 3844, 3845, 3846]
User 2727: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 505: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4939: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 3840]
User 3007: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2984: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 43: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 5989: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 575: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 2779: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 2369: [3882, 0, 3842, 3843, 3844, 3845, 3847, 3848, 3849, 3850]
User 2160: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 3254: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 4777: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 4756: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4705: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4884: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4299: [3882, 1, 2, 3, 4, 5, 6, 3843, 3844, 3845]
User 143: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1038: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2868: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1025: [3842, 3843, 3844, 3845, 3847, 3848, 3849, 3850, 3833, 3834]
User 5205: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 362: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 3069: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 1113: [3882, 0, 1, 2, 3, 4, 5, 6, 3842, 3843]
User 5018: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2031: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4865: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 3352: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5882: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4503: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3093: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 4556: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 2310: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4423: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 563: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2291: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1800: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 110: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2229: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2318: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1430: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5283: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 443: [3882, 1, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 3673: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1767: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1126: [3882, 0, 1, 2, 3, 3840, 3841, 3842, 3843, 3844]
User 2443: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 5227: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4601: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5699: [3882, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 1729: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2972: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1923: [3882, 1, 2, 3, 5, 7, 8, 9, 11, 3843]
User 3301: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 912: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5463: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 237: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3202: [3881, 0, 1, 2, 3, 4, 5, 6, 3839, 3840]
User 2911: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5007: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1690: [3882, 0, 1, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
User 3321: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 1602: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1851: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3833, 3834]
User 3880: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 968: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2715: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4751: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5996: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5972: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 5376: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 4018: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2504: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3842]
User 2731: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5669: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 3178: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3773: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 550: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 442: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 5257: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5163: [3882, 1, 2, 3, 4, 5, 6, 7, 3843, 3844]
User 1706: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 4794: [3882, 0, 1, 2, 3, 4, 3842, 3843, 3844, 3845]
User 2106: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5058: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 10]
User 4902: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2564: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 11]
User 2116: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 2843: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4548: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5714: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 3540: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 2293: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1659: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 922: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2710: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2789: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3739: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2168: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 2255: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5982: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3896: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5209: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2719: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3145: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 931: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3078: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 94: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4031: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2519: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3785: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4919: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3532: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 4261: [3882, 0, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 1828: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1760: [3882, 0, 2, 3, 4, 5, 6, 7, 3842, 3843]
User 2027: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3091: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 288: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 4035: [3882, 0, 1, 3, 5, 3843, 3844, 3845, 3846, 3847]
User 2631: [3882, 0, 1, 2, 3, 4, 5, 3839, 3840, 3842]
User 1984: [3882, 0, 1, 2, 3, 3842, 3843, 3844, 3845, 3846]
User 5792: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1479: [3881, 0, 1, 2, 3835, 3836, 3838, 3839, 3842, 3843]
User 5486: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3090: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2849: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 42: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2865: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 1027: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3898: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 482: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2902: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 4060: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 4375: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 5122: [3882, 0, 1, 2, 3, 5, 6, 7, 8, 9]
User 4349: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 1737: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1999: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4010: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 3889: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 681: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5896: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2157: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1172: [3880, 0, 1, 2, 3, 5, 6, 7, 3833, 3834]
User 5795: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2571: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5280: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 471: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5062: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 2627: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 977: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 513: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1094: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2486: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 4206: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 4318: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5445: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4202: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 84: [3882, 0, 1, 2, 3, 4, 5, 3841, 3842, 3843]
User 3126: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5709: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2299: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3541: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5820: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3406: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 700: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 5750: [3882, 2, 3, 4, 5, 6, 8, 9, 10, 11]
User 5508: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5195: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 726: [3881, 0, 1, 2, 3, 4, 5, 3839, 3840, 3842]
User 5314: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 1440: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 771: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4754: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 814: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1001: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 884: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1976: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2552: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4175: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2694: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 5006: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3665: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 5002: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 4560: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 11]
User 4776: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 3931: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1452: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2978: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 891: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4987: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5293: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 399: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5480: [3882, 0, 1, 2, 3, 5, 6, 7, 8, 9]
User 1702: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2336: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2424: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4909: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 1742: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2065: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 907: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 5135: [3882, 2, 3, 4, 5, 7, 8, 9, 10, 11]
User 166: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 788: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2639: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3592: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5536: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3743: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 210: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5548: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 741: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1470: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1613: [3881, 0, 2, 3, 4, 5, 6, 7, 8, 10]
User 2399: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2404: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2208: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 109: [3882, 0, 1, 2, 3, 4, 5, 6, 3840, 3841]
User 4279: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 1005: [3882, 0, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847]
User 2348: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 1221: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4241: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 11]
User 4564: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 5050: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 851: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3825: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4821: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2212: [3882, 0, 1, 2, 3840, 3842, 3843, 3844, 3845, 3846]
User 3325: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 2463: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 108: [3882, 2, 3, 4, 3843, 3844, 3845, 3846, 3847, 3848]
User 4655: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 11]
User 1944: [3882, 0, 1, 2, 3, 4, 6, 3843, 3844, 3845]
User 901: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4319: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3757: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 722: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4713: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1007: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5757: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3572: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 627: [3882, 1, 2, 4, 5, 6, 7, 8, 9, 11]
User 1106: [3882, 1, 2, 4, 5, 6, 7, 8, 3843, 3844]
User 3240: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4532: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5767: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 837: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4337: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 4663: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 2677: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4557: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5878: [3882, 0, 1, 2, 3, 4, 6, 7, 9, 10]
